id,title,url,date_iso,year,abstract,source,doi,notes
216,Spaceflight-Associated Vascular Remodeling and Gene Expression in Mouse Calvaria,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9139491/,5/13/2022,2022,"Astronauts suffer from a loss of bone mass at a rate of 1.5% per month from lower regions of the body during the course of long-duration (>30 days) spaceflight, a phenomenon that poses important risks for returning crew. Conversely, a gain in bone ...",html/json-ld,10.3389/fphys.2022.893025,
217,"Exposure of Mycobacterium marinum to low-shear modeled microgravity: effect on growth, the transcriptome and survival under stress",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515531/,12/1/2016,2016,"Waterborne pathogenic mycobacteria can form biofilms, and certain species can cause hard-to-treat human lung infections. Astronaut health could therefore be compromised if the spacecraft environment or water becomes contaminated with pathogenic ...",html/json-ld,10.1038/npjmgrav.2016.38,
218,Effects of mechanostimulation on gravitropism and signal persistence in flax roots,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3258067/,9/1/2011,2011,Gravitropism describes curvature of plants in response to gravity or differential acceleration and clinorotation is commonly used to compensate unilateral effect of gravity. We report on experiments that examine the persistence of the gravity signal ...,html/json-ld,10.4161/psb.6.9.16601,
219,Amelioration of the physio-biochemical responses to salinity stress and computing the primary germination index components in cauliflower on seed priming,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10025027/,3/8/2023,2023,"The significant horticultural crop, cauliflower (Brassica oleracea L. var. botrytis) is vulnerable to the excessive salt concentration in the soil, which contributes to its scaled-down growth and productivity, among other indices. The current study ...",html/json-ld,10.1016/j.heliyon.2023.e14403,
220,"Desiccation Mitigates Heat Stress in the Resurrection Fern, Pleopeltis polypodioides",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733933/,11/30/2020,2020,"Although heat and desiccation stresses often coincide, the response to heat especially in desiccation tolerant plants is rarely studied. We subjected hydrated Pleopeltis polypodioides fronds to temperatures up to 50°C and dehydrated fronds up to ...",html/json-ld,10.3389/fpls.2020.597731,
221,Transcription Profile of Auxin Related Genes during Positively Gravitropic Hypocotyl Curvature of Brassica rapa,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9105288/,4/28/2022,2022,"Unlike typical negative gravitropic curvature, young hypocotyls of Brassica rapa and other dicots exhibit positive gravitropism. This positive curvature occurs at the base of the hypocotyl and is followed by the typical negative gravity-induced ...",html/json-ld,10.3390/plants11091191,
222,High-gradient magnetic fields and starch metabolism: results from a space experiment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9617909/,10/29/2022,2022,Directing plant growth in weightlessness requires understanding the processes that establish plant orientation and how to manipulate them. Both gravi- and phototropism determine directional growth and previous experiments showed that high gradient ...,html/json-ld,10.1038/s41598-022-22691-2,
223,Lipid Rafts and Plant Gravisensitivity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695138/,11/7/2022,2022,The necessity to include plants as a component of a Bioregenerative Life Support System leads to investigations to optimize plant growth facilities as well as a better understanding of the plant cell membrane and its numerous activities in the ...,html/json-ld,10.3390/life12111809,
224,MscS-Like10 is a stretch-activated ion channel from Arabidopsis thaliana with a preference for anions,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3503204/,10/29/2012,2012,"Like many other organisms, plants are capable of sensing and responding to mechanical stimuli such as touch, osmotic pressure, and gravity. One mechanism for the perception of force is the activation of mechanosensitive (or stretch-activated) ion ...",html/json-ld,10.1073/pnas.1213931109,
225,The signaling lipid sphingosine 1-phosphate regulates mechanical pain,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5896955/,3/21/2018,2018,"Somatosensory neurons mediate responses to diverse mechanical stimuli, from innocuous touch to noxious pain. While recent studies have identified distinct populations of A mechanonociceptors (AMs) that are required for mechanical pain, the molecular ...",html/json-ld,10.7554/eLife.33285,
226,Expressing and Characterizing Mechanosensitive Channels in Xenopus Oocytes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4469364/,1/1/2015,2015,"The oocytes of the African clawed frog (Xenopus laevis) comprise one of the most widely used membrane protein expression systems. While frequently used for studies of transporters and ion channels, the application of this system to the study of ...",html/json-ld,10.1007/978-1-4939-2697-8_13,
227,The ongoing search for the molecular basis of plant osmosensing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411250/,5/1/2015,2015,,html/json-ld,10.1085/jgp.201411295,
228,Plastid osmotic stress influences cell differentiation at the plant shoot apex,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5047659/,9/15/2016,2016,"The balance between proliferation and differentiation in the plant shoot apical meristem is controlled by regulatory loops involving the phytohormone cytokinin and stem cell identity genes. Concurrently, cellular differentiation in the developing ...",html/json-ld,10.1242/dev.136234,
229,Spaceflight-induced synaptic modifications within hair cells of the mammalian utricle,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5454470/,2/22/2017,2017,Spaceflight imposes a radically different sensory environment from that in which the inner ear utricle normally operates. We investigated synaptic modifications in utricles from mice flown aboard a space shuttle mission. Structural synaptic ...,html/json-ld,10.1152/jn.00240.2016,
230,Effects of angular frequency during clinorotation on mesenchymal stem cell morphology and migration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515506/,7/30/2015,2015,To determine the short-term effects of simulated microgravity on mesenchymal stem cell behaviors—as a function of clinorotation speed—using time-lapse microscopy. Ground-based microgravity simulation can reproduce the apparent effects of ...,html/json-ld,10.1038/npjmgrav.2015.7,
231,"The role of FGF-2 and BMP-2 in regulation of gene induction, cell proliferation and mineralization",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3044105/,2/9/2011,2011,"The difficulty in re-growing and mineralizing new bone after severe fracture can result in loss of ambulation or limb. Here we describe the sequential roles of FGF-2 in inducing gene expression, cell growth and BMP-2 in gene expression and ...",html/json-ld,10.1186/1749-799X-6-8,
232,"Nutritional supplements, COX-2 and IGF-1 expression in men on active surveillance for prostate cancer",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3002170/,11/20/2010,2010,"Nutritional factors are associated with reduced risk of prostate cancer progression, yet mechanisms remain unclear. We examined the effects of lycopene and fish oil supplements versus placebo on the normal prostate microenvironment, among men ...",html/json-ld,10.1007/s10552-010-9684-5,
233,To infinity … and beyond! Human spaceflight and life science,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6188462/,9/1/2011,2011,,html/json-ld,10.1096/fj.11-0902ufm,
234,Over-activation of iNKT cells aggravate lung injury in bronchopulmonary dysplasia mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11470607/,9/24/2024,2024,"Bronchopulmonary dysplasia (BPD) is a severe lung disease in preterm infants, the abnormal proliferate and differentiate ability of type II epithelial cells (AEC II) is the key to the pathological basis of BPD. Mechanisms regarding abnormal AEC II ...",html/json-ld,10.1016/j.redox.2024.103370,
235,"Effects of Gravitational Mechanical Unloading in Endothelial Cells: Association between Caveolins, Inflammation and Adhesion Molecules",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3603133/,3/20/2013,2013,"Mechanical forces including gravity affect endothelial cell (ECs) function, and have been implicated in vascular disease as well as physiologic changes associated with low gravity environments. The goal of this study was to investigate the impact of ...",html/json-ld,10.1038/srep01494,
236,Fish Oil Increases Specialized Pro-resolving Lipid Mediators in PAD (The OMEGA-PAD II Trial),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6462350/,2/13/2019,2019,N-3 polyunsaturated fatty acid (PUFA) supplementation has been associated with reduced mortality and inflammation in patients with cardiovascular disease. There are limited data on the effects of n-3 PUFA supplementation in patients with peripheral ...,html/json-ld,10.1016/j.jss.2019.01.038,
237,Molecular mechanisms underlying the enhanced functions of three-dimensional hepatocyte aggregates,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4012541/,12/12/2013,2013,"Three-dimensional (3D) culture of hepatocytes leads to improved and prolonged synthetic and metabolic functions, but the underlying molecular mechanisms are unknown. In order to investigate the role of 3D cell-cell interactions in maintaining ...",html/json-ld,10.1016/j.biomaterials.2013.11.063,
238,Spaceflight alters expression of microRNA during T-cell activation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4653058/,8/14/2015,2015,Altered immune function has been demonstrated in astronauts during spaceflights dating back to Apollo and Skylab; this could be a major barrier to long-term space exploration. We tested the hypothesis that spaceflight causes changes in microRNA ...,html/json-ld,10.1096/fj.15-277392,
239,Spaceflight impairs antigen-specific tolerance induction in vivo and increases inflammatory cytokines,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6137544/,6/17/2015,2015,"The health risks of a dysregulated immune response during spaceflight are important to understand as plans emerge for humans to embark on long-term space travel to Mars. In this first-of-its-kind study, we used adoptive transfer of T-cell receptor ...",html/json-ld,10.1096/fj.15-275073,
240,"From Cellular Mechanotransduction to Biologically Inspired Engineering: 2009 Pritzker Award Lecture, BMES Annual Meeting October 10, 2009",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2913424/,3/1/2010,2010,"This article is based on a lecture I presented as the recipient of the 2009 Pritzker Distinguished Lecturer Award at the Biomedical Engineering Society annual meeting in October 2009. Here, I review more than thirty years of research from my ...",html/json-ld,10.1007/s10439-010-9946-0,
241,Crewmember microbiome may influence microbial composition of ISS habitable surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190111/,4/29/2020,2020,The International Space Station (ISS) is a complex built environment physically isolated from Earth. Assessing the interplay between the microbial community of the ISS and its crew is important for preventing biomedical and structural complications ...,html/json-ld,10.1371/journal.pone.0231838,
242,Sierra Nevada sweep: metagenomic measurements of bioaerosols vertically distributed across the troposphere,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7382458/,7/24/2020,2020,"To explore how airborne microbial patterns change with height above the Earth’s surface, we flew NASA’s C-20A aircraft on two consecutive days in June 2018 along identical flight paths over the US Sierra Nevada mountain range at four different ...",html/json-ld,10.1038/s41598-020-69188-4,
